Patent Number,PageRank,Default Expire Day,Time to Expire
8298552,0.6599999999999999,2031-03-25,"5863 days, 00:00:00"
8293250,0.20008928571428572,2031-12-22,"6135 days, 00:00:00"
8293243,2.2824375,2030-05-25,"5559 days, 00:00:00"
8293244,1.2337499999999997,2022-05-15,"2627 days, 00:00:00"
8293247,0.2744642857142857,2030-12-09,"5757 days, 00:00:00"
8288352,6.999026785714293,2025-11-14,"3906 days, 00:00:00"
8288509,0.9149999999999998,2029-04-24,"5163 days, 00:00:00"
8287876,0.1925,2032-02-13,"6188 days, 00:00:00"
8287860,0.207375,2025-08-29,"3829 days, 00:00:00"
8287875,0.48787499999999995,2030-01-15,"5429 days, 00:00:00"
8283440,0.40499999999999997,2030-12-30,"5778 days, 00:00:00"
8283458,1.1408560895562774,2031-12-13,"6126 days, 00:00:00"
8283315,1.9349999999999994,2027-03-21,"4398 days, 00:00:00"
8283447,2.036260887872868,2031-01-21,"5800 days, 00:00:00"
8282942,0.27749999999999997,2030-04-06,"5510 days, 00:00:00"
8282931,3.9962500000000003,2030-09-10,"5667 days, 00:00:00"
8282932,0.27749999999999997,2027-07-12,"4511 days, 00:00:00"
8278412,0.0,2027-07-10,"4509 days, 00:00:00"
8277814,0.27749999999999997,2029-04-27,"5166 days, 00:00:00"
8277817,1.4693084245882324,2031-06-01,"5931 days, 00:00:00"
8277820,0.0,2025-02-08,"3627 days, 00:00:00"
8277813,0.0,2027-10-31,"4622 days, 00:00:00"
8277778,0.0,2031-09-23,"6045 days, 00:00:00"
8277816,4.091017649017652,2027-02-13,"4362 days, 00:00:00"
8273865,0.0,2030-09-16,"5673 days, 00:00:00"
8268322,0.0,2030-12-20,"5768 days, 00:00:00"
8268783,0.9149999999999998,2030-03-29,"5502 days, 00:00:00"
8268321,0.0,2025-03-22,"3669 days, 00:00:00"
8268587,1.9512608878728688,2031-01-21,"5800 days, 00:00:00"
8263088,0.34125,2028-06-06,"4841 days, 00:00:00"
8263089,9.523940102246103,2027-10-30,"4621 days, 00:00:00"
8263081,0.42624999999999996,2028-05-14,"4818 days, 00:00:00"
8258257,1.0849999999999997,2029-04-30,"5169 days, 00:00:00"
8257714,1.1902739448051947,2028-04-14,"4788 days, 00:00:00"
8257713,0.27749999999999997,2028-09-11,"4938 days, 00:00:00"
8257711,0.5263526785714285,2031-03-03,"5841 days, 00:00:00"
8252545,0.6610270833333333,2030-05-19,"5553 days, 00:00:00"
8252293,0.27749999999999997,2027-09-13,"4574 days, 00:00:00"
8246960,0.751357396449704,2031-02-04,"5814 days, 00:00:00"
8241608,0.7237499999999999,2030-03-23,"5496 days, 00:00:00"
RE43581,0.8197034090909089,2031-07-07,"5967 days, 00:00:00"
8241637,0.27749999999999997,2031-10-25,"6077 days, 00:00:00"
8241639,0.0,2030-08-17,"5643 days, 00:00:00"
8232373,0.7769428698979592,2030-12-03,"5751 days, 00:00:00"
8226958,0.34124999999999994,2024-03-25,"3307 days, 00:00:00"
8222370,0.40499999999999997,2025-10-28,"3889 days, 00:00:00"
8221764,1.1882142857142854,2027-05-08,"4446 days, 00:00:00"
8221762,0.27749999999999997,2029-07-22,"5252 days, 00:00:00"
8211438,0.17124999999999999,2029-06-26,"5226 days, 00:00:00"
8211633,2.0023492187499996,2030-07-09,"5604 days, 00:00:00"
8211445,0.0,2029-12-04,"5387 days, 00:00:00"
8212000,0.25625,2027-11-19,"4641 days, 00:00:00"
8212004,9.909441964285719,2025-02-10,"3629 days, 00:00:00"
8211999,0.25625,2027-11-19,"4641 days, 00:00:00"
8207113,3.1080000000000014,2031-01-14,"5793 days, 00:00:00"
8206718,0.419875,2026-06-27,"4131 days, 00:00:00"
8206719,0.5964776785714284,2030-02-23,"5468 days, 00:00:00"
8206685,0.27393157623626374,2030-04-05,"5509 days, 00:00:00"
RE43472,0.0,2029-10-23,"5345 days, 00:00:00"
8198235,0.6599999999999999,2025-09-09,"3840 days, 00:00:00"
8197818,0.0,2031-04-13,"5882 days, 00:00:00"
8193326,0.46875,2028-03-05,"4748 days, 00:00:00"
8192744,0.0,2030-03-05,"5478 days, 00:00:00"
8187605,0.31999999999999995,2026-03-31,"4043 days, 00:00:00"
8188251,0.0,2030-10-04,"5691 days, 00:00:00"
8188214,1.3261694754464286,2028-02-27,"4741 days, 00:00:00"
8182819,0.34124999999999994,2031-05-12,"5911 days, 00:00:00"
8173383,0.5325,2031-01-24,"5803 days, 00:00:00"
8173774,2.1729999999999996,2027-04-20,"4428 days, 00:00:00"
8173133,0.309375,2029-12-17,"5400 days, 00:00:00"
8173132,0.5325,2029-01-21,"5070 days, 00:00:00"
8168189,1.8464140625000012,2030-09-14,"5671 days, 00:00:00"
8168199,2.0172853124999994,2028-09-02,"4929 days, 00:00:00"
8168204,0.21375,2030-04-23,"5527 days, 00:00:00"
8168191,0.34125,2028-05-01,"4805 days, 00:00:00"
8168192,0.0,2028-11-19,"5007 days, 00:00:00"
8168203,0.0,2030-01-22,"5436 days, 00:00:00"
8168190,1.5299882812499996,2026-01-24,"3977 days, 00:00:00"
8163281,0.0,2030-03-03,"5476 days, 00:00:00"
8163289,3.0179554247835494,2028-03-06,"4749 days, 00:00:00"
8163519,0.5325,2024-09-14,"3480 days, 00:00:00"
8158603,1.4781249999999995,2031-02-18,"5828 days, 00:00:00"
8158751,3.6692656249999995,2030-06-28,"5593 days, 00:00:00"
8153590,0.8724999999999997,2028-09-26,"4953 days, 00:00:00"
8153592,0.5507142857142857,2026-01-10,"3963 days, 00:00:00"
8147847,1.2604642857142854,2029-10-21,"5343 days, 00:00:00"
8147838,0.0,2026-05-12,"4085 days, 00:00:00"
8147850,1.1668124999999998,2031-01-14,"5793 days, 00:00:00"
8147837,0.235,2025-06-23,"3762 days, 00:00:00"
8142787,0.1925,2031-05-10,"5909 days, 00:00:00"
8142797,1.1882142857142854,2030-05-21,"5555 days, 00:00:00"
8142790,2.4708195488721802,2028-11-26,"5014 days, 00:00:00"
8143386,1.1366675836499025,2027-10-29,"4620 days, 00:00:00"
8142786,0.881449112847222,2031-01-10,"5789 days, 00:00:00"
8138154,0.8756874999999998,2029-07-06,"5236 days, 00:00:00"
8133496,0.39166769480519475,2031-03-02,"5840 days, 00:00:00"
8128935,0.27749999999999997,2023-06-11,"3019 days, 00:00:00"
8129345,1.9625284090909083,2027-07-20,"4519 days, 00:00:00"
8128936,4.377130952380955,2030-03-02,"5475 days, 00:00:00"
8129344,0.32,2028-01-11,"4694 days, 00:00:00"
8124099,1.4249999999999996,2027-01-30,"4348 days, 00:00:00"
8124097,3.1037499999999993,2025-01-21,"3609 days, 00:00:00"
8124105,0.6599999999999999,2029-06-23,"5223 days, 00:00:00"
8124055,0.2356815762362637,2029-06-03,"5203 days, 00:00:00"
8124103,2.889633720446223,2027-02-13,"4362 days, 00:00:00"
8119139,0.34124999999999994,2029-10-01,"5323 days, 00:00:00"
8114406,0.9681249999999999,2030-06-28,"5593 days, 00:00:00"
8114415,2.2934166666666678,2028-10-20,"4977 days, 00:00:00"
8114407,0.405,2027-10-22,"4613 days, 00:00:00"
8114405,0.27749999999999997,2029-08-24,"5285 days, 00:00:00"
8114410,0.0,2030-01-06,"5420 days, 00:00:00"
8110546,0.2638392857142857,2030-07-13,"5608 days, 00:00:00"
8110662,0.27749999999999997,2027-10-09,"4600 days, 00:00:00"
8110657,0.8031047577883424,2030-01-06,"5420 days, 00:00:00"
8110198,0.4475,2028-08-19,"4915 days, 00:00:00"
8110200,1.108591826074145,2030-02-02,"5447 days, 00:00:00"
8110201,1.108591826074145,2030-02-02,"5447 days, 00:00:00"
8105602,2.490855263157894,2027-12-07,"4659 days, 00:00:00"
8105604,1.2544333333333335,2029-09-02,"5294 days, 00:00:00"
8106015,0.30300000000000005,2028-04-18,"4792 days, 00:00:00"
8105797,0.0,2025-03-21,"3668 days, 00:00:00"
8105603,3.862121651785717,2029-03-16,"5124 days, 00:00:00"
8105605,1.52370625,2030-03-29,"5502 days, 00:00:00"
8105612,0.21375,2026-05-12,"4085 days, 00:00:00"
8101192,2.0494135416666666,2030-09-29,"5686 days, 00:00:00"
8101193,0.2000892857142857,2031-05-05,"5904 days, 00:00:00"
8101186,3.5412585227272726,2027-02-16,"4365 days, 00:00:00"
8101367,0.21375,2029-11-24,"5377 days, 00:00:00"
8101190,1.3824999999999996,2029-03-03,"5111 days, 00:00:00"
RE43140,7.8661261363636426,2031-03-17,"5855 days, 00:00:00"
8101187,7.024375000000005,2028-07-28,"4893 days, 00:00:00"
8097252,2.307930274835341,2031-01-06,"5785 days, 00:00:00"
8097257,2.4185626153750763,2029-12-17,"5400 days, 00:00:00"
8097256,4.707709629385372,2027-09-28,"4589 days, 00:00:00"
8097587,5.611250000000003,2026-08-28,"4193 days, 00:00:00"
8093008,0.441125,2030-08-18,"5644 days, 00:00:00"
8093046,0.7683749999999999,2027-05-31,"4469 days, 00:00:00"
8092805,0.40499999999999997,2029-12-15,"5398 days, 00:00:00"
8092807,0.27749999999999997,2026-05-19,"4092 days, 00:00:00"
8092806,0.27749999999999997,2026-04-10,"4053 days, 00:00:00"
8088389,0.7887749999999999,2020-10-26,"2061 days, 00:00:00"
8088388,2.1554772521683674,2022-02-14,"2537 days, 00:00:00"
8088390,0.0,2027-10-09,"4600 days, 00:00:00"
8084035,0.27749999999999997,2030-02-09,"5454 days, 00:00:00"
8084042,1.225917583649903,2027-05-07,"4445 days, 00:00:00"
8084578,0.23500000000000001,2029-10-15,"5337 days, 00:00:00"
8084041,1.0593537946428568,2024-01-23,"3245 days, 00:00:00"
8084015,2.1554772521683674,2023-05-21,"2998 days, 00:00:00"
8080253,0.34835369988790965,2025-02-07,"3626 days, 00:00:00"
8080252,0.7024999999999999,2029-01-21,"5070 days, 00:00:00"
8080254,1.823391504329004,2026-09-22,"4218 days, 00:00:00"
8080525,2.0994041666666665,2028-06-03,"4838 days, 00:00:00"
8080251,1.1004062499999998,2025-07-20,"3789 days, 00:00:00"
8075897,0.9921830357142855,2025-09-14,"3845 days, 00:00:00"
8075898,0.5437827380952381,2025-04-07,"3685 days, 00:00:00"
8075893,1.8861249999999994,2028-12-02,"5020 days, 00:00:00"
8075900,4.006653680081746,2030-12-06,"5754 days, 00:00:00"
8076470,0.7282060146103898,2030-12-07,"5755 days, 00:00:00"
8075899,0.27749999999999997,2025-07-22,"3791 days, 00:00:00"
8075891,0.5324999999999999,2030-06-02,"5567 days, 00:00:00"
8075894,0.0,2028-12-22,"5040 days, 00:00:00"
8071095,1.4252667116477267,2030-04-20,"5524 days, 00:00:00"
8071747,1.1227584927408116,2029-06-23,"5223 days, 00:00:00"
8071109,0.43220797258297255,2030-08-09,"5635 days, 00:00:00"
8071552,0.32,2025-04-05,"3683 days, 00:00:00"
8071111,0.8713843749999999,2029-12-03,"5386 days, 00:00:00"
8071112,0.0,2031-02-16,"5826 days, 00:00:00"
8067008,0.7832052631578945,2025-08-23,"3823 days, 00:00:00"
8067538,1.6799999999999995,2027-03-01,"4378 days, 00:00:00"
8067016,1.1227584927408116,2029-06-24,"5224 days, 00:00:00"
8067004,0.976784375,2023-08-11,"3080 days, 00:00:00"
8067009,0.40499999999999997,2031-06-14,"5944 days, 00:00:00"
8062644,0.21375,2026-02-17,"4001 days, 00:00:00"
8057800,0.388,2025-06-10,"3749 days, 00:00:00"
8057801,0.27749999999999997,2029-04-21,"5160 days, 00:00:00"
8057806,1.0424999999999998,2025-01-26,"3614 days, 00:00:00"
8053556,0.34124999999999994,2026-08-08,"4173 days, 00:00:00"
8052975,4.688616271484377,2027-10-30,"4621 days, 00:00:00"
8048434,0.0,2026-04-21,"4064 days, 00:00:00"
8048424,0.181875,2027-08-09,"4539 days, 00:00:00"
8048428,0.27749999999999997,2026-08-21,"4186 days, 00:00:00"
8043623,0.3943749999999999,2029-04-27,"5166 days, 00:00:00"
8039008,0.0,2028-01-25,"4708 days, 00:00:00"
8034351,0.9270416666666665,2023-04-22,"2969 days, 00:00:00"
8034348,11.17686848376692,2027-08-20,"4550 days, 00:00:00"
8034784,10.92375,2029-11-17,"5370 days, 00:00:00"
8034776,2.5937499999999996,2027-10-26,"4617 days, 00:00:00"
8034353,0.45175,2027-02-16,"4365 days, 00:00:00"
8034358,0.7217843749999999,2027-07-12,"4511 days, 00:00:00"
8034349,1.2433124999999998,2027-06-12,"4481 days, 00:00:00"
8030450,2.295198883928571,2028-11-06,"4994 days, 00:00:00"
8029796,0.4644472966269841,2027-02-16,"4365 days, 00:00:00"
8029806,0.0,2028-04-16,"4790 days, 00:00:00"
8029804,0.575,2029-05-18,"5187 days, 00:00:00"
8029805,0.0,2029-07-24,"5254 days, 00:00:00"
8025884,0.21375,2025-01-18,"3606 days, 00:00:00"
8025890,4.876505952380955,2026-05-16,"4089 days, 00:00:00"
8021666,0.6702354166666666,2022-10-31,"2796 days, 00:00:00"
8021667,0.7449999999999999,2026-11-17,"4274 days, 00:00:00"
8021668,0.5325,2026-12-12,"4299 days, 00:00:00"
8021832,0.2957142857142857,2029-07-15,"5245 days, 00:00:00"
8017749,5.903993415178575,2027-12-04,"4656 days, 00:00:00"
8017124,0.40499999999999997,2025-02-25,"3644 days, 00:00:00"
8017125,0.40499999999999997,2027-12-26,"4678 days, 00:00:00"
8017132,0.0,2029-03-23,"5131 days, 00:00:00"
8017753,0.682375284090909,2028-06-17,"4852 days, 00:00:00"
8017590,10.265044955184896,2020-10-20,"2055 days, 00:00:00"
8017127,2.049164881993007,2026-08-24,"4189 days, 00:00:00"
8012493,0.0,2029-12-08,"5391 days, 00:00:00"
8012487,0.0,2022-10-17,"2782 days, 00:00:00"
8012469,1.7124062499999995,2028-06-13,"4848 days, 00:00:00"
8012932,2.1411249999999997,2025-07-22,"3791 days, 00:00:00"
8008257,0.32,2026-10-20,"4246 days, 00:00:00"
8007808,0.34124999999999994,2029-03-31,"5139 days, 00:00:00"
8007810,0.0,2030-02-23,"5468 days, 00:00:00"
8007770,0.0,2030-07-23,"5618 days, 00:00:00"
8007809,2.359999999999999,2028-09-29,"4956 days, 00:00:00"
8003776,0.682375284090909,2028-06-16,"4851 days, 00:00:00"
8003114,0.21375,2026-05-03,"4076 days, 00:00:00"
8003110,0.0,2031-01-24,"5803 days, 00:00:00"
8003109,2.5724999999999993,2027-07-31,"4530 days, 00:00:00"
8003108,4.844273601398604,2026-04-25,"4068 days, 00:00:00"
8003106,0.21375,2028-02-28,"4742 days, 00:00:00"
7998490,0.27749999999999997,2030-08-20,"5646 days, 00:00:00"
7998483,1.0704629930555556,2029-07-14,"5244 days, 00:00:00"
7993657,0.8580234375,2026-07-26,"4160 days, 00:00:00"
7993650,0.17124999999999999,2024-06-30,"3404 days, 00:00:00"
7993658,0.29874999999999996,2029-08-24,"5285 days, 00:00:00"
7994279,1.4037499999999996,2027-03-30,"4407 days, 00:00:00"
7988973,2.359999999999999,2027-12-18,"4670 days, 00:00:00"
7989605,1.1239175836499022,2027-10-29,"4620 days, 00:00:00"
7989162,0.7032968749999999,2028-06-20,"4855 days, 00:00:00"
7982025,1.1132925836499026,2027-05-30,"4468 days, 00:00:00"
7982014,1.0743749999999999,2030-01-05,"5419 days, 00:00:00"
7981425,2.633568452380952,2027-06-18,"4487 days, 00:00:00"
7981626,2.636249999999999,2029-07-22,"5252 days, 00:00:00"
7981434,0.24562499999999998,2028-05-21,"4825 days, 00:00:00"
7981427,0.8408906249999998,2028-09-26,"4953 days, 00:00:00"
7981426,0.7683749999999998,2029-08-10,"5271 days, 00:00:00"
7981429,2.5205083333333356,2029-03-06,"5114 days, 00:00:00"
7976851,0.7193273437499998,2026-07-21,"4155 days, 00:00:00"
7976844,1.7849326935400127,2026-05-05,"4078 days, 00:00:00"
7976843,0.31999999999999995,2028-08-06,"4902 days, 00:00:00"
7972601,0.0,2025-05-10,"3718 days, 00:00:00"
7972604,0.8512499999999998,2030-08-27,"5653 days, 00:00:00"
7972602,0.4333536998879096,2027-08-09,"4539 days, 00:00:00"
7972814,0.40499999999999997,2022-11-20,"2816 days, 00:00:00"
7972611,0.23500000000000001,2030-12-20,"5768 days, 00:00:00"
7968106,0.21375,2026-05-03,"4076 days, 00:00:00"
7968098,0.0,2027-08-03,"4533 days, 00:00:00"
7968099,0.29166666666666663,2029-12-29,"5412 days, 00:00:00"
7968105,0.20008928571428572,2026-06-20,"4124 days, 00:00:00"
7968097,0.0,2026-04-26,"4069 days, 00:00:00"
7964341,0.0,2026-03-20,"4032 days, 00:00:00"
7959925,1.8924999999999994,2029-11-13,"5366 days, 00:00:00"
7959929,17.89705682043651,2026-10-19,"4245 days, 00:00:00"
7959924,1.4548762681159424,2029-08-04,"5265 days, 00:00:00"
7960535,0.40499999999999997,2029-11-16,"5369 days, 00:00:00"
7960504,2.7106249999999994,2024-11-12,"3539 days, 00:00:00"
7956034,0.0,2027-01-16,"4334 days, 00:00:00"
7947648,1.1699999999999997,2027-01-11,"4329 days, 00:00:00"
7947289,0.181875,2025-02-09,"3628 days, 00:00:00"
7947280,0.5325,2027-11-14,"4636 days, 00:00:00"
7947805,1.1157533668154762,2025-12-22,"3944 days, 00:00:00"
7947279,1.9668749999999995,2026-06-29,"4133 days, 00:00:00"
7943143,0.49424999999999997,2030-02-10,"5455 days, 00:00:00"
7943137,0.0,2023-11-06,"3167 days, 00:00:00"
7943153,0.6706249999999998,2020-11-08,"2074 days, 00:00:00"
7943138,0.33062499999999995,2028-07-18,"4883 days, 00:00:00"
7939492,1.0424999999999998,2027-10-12,"4603 days, 00:00:00"
7939650,1.9680492424242424,2026-07-18,"4152 days, 00:00:00"
7939627,1.1025401041666665,2026-11-29,"4286 days, 00:00:00"
7939080,6.038709043945187,2028-06-30,"4865 days, 00:00:00"
7935349,0.0,2027-03-19,"4396 days, 00:00:00"
7935347,0.43687499999999996,2024-12-01,"3558 days, 00:00:00"
7935350,0.18541666666666665,2027-12-13,"4665 days, 00:00:00"
7935348,0.40499999999999997,2025-07-06,"3775 days, 00:00:00"
7935355,5.711125000000004,2028-02-04,"4718 days, 00:00:00"
7931905,0.1755,2029-05-21,"5190 days, 00:00:00"
7932373,0.1682142857142857,2020-05-04,"1886 days, 00:00:00"
7932351,0.27749999999999997,2027-01-23,"4341 days, 00:00:00"
7931904,1.6724659090909086,2026-02-14,"3998 days, 00:00:00"
7932350,0.0,2026-08-08,"4173 days, 00:00:00"
7927605,1.1051343749999998,2023-07-31,"3069 days, 00:00:00"
7928194,0.40499999999999997,2027-07-27,"4526 days, 00:00:00"
7928187,0.5325,2026-03-07,"4019 days, 00:00:00"
7927600,0.6954166666666665,2026-04-28,"4071 days, 00:00:00"
7927583,0.558,2028-07-22,"4887 days, 00:00:00"
7927609,1.0972584927408118,2027-10-29,"4620 days, 00:00:00"
7927608,0.181875,2026-09-01,"4197 days, 00:00:00"
7923016,0.1925,2029-02-26,"5106 days, 00:00:00"
7923001,0.39166769480519475,2028-09-05,"4932 days, 00:00:00"
7923535,1.2337499999999997,2029-04-24,"5163 days, 00:00:00"
7923014,2.4449999999999994,2028-02-05,"4719 days, 00:00:00"
7919098,1.9031249999999995,2023-03-26,"2942 days, 00:00:00"
7919099,0.27135267857142853,2026-02-17,"4001 days, 00:00:00"
7919258,0.5812287946428573,2026-10-10,"4236 days, 00:00:00"
7914798,0.0,2029-06-19,"5219 days, 00:00:00"
7910109,0.575,2023-02-13,"2901 days, 00:00:00"
7906277,1.1366675836499032,2026-08-16,"4181 days, 00:00:00"
7906118,0.5934542579215656,2029-04-06,"5145 days, 00:00:00"
7906121,0.7230240631163707,2029-04-03,"5142 days, 00:00:00"
7906620,0.9149999999999998,2023-07-28,"3066 days, 00:00:00"
7901693,1.6472041261904762,2021-10-30,"2430 days, 00:00:00"
7902328,0.1682142857142857,2024-02-02,"3255 days, 00:00:00"
7901692,0.32,2030-04-15,"5519 days, 00:00:00"
7901689,0.21375,2020-12-08,"2104 days, 00:00:00"
7897153,0.458125,2026-10-17,"4243 days, 00:00:00"
7897152,0.31288125,2021-09-17,"2387 days, 00:00:00"
7897151,0.7793035714285713,2025-08-04,"3804 days, 00:00:00"
7893199,1.0424999999999998,2027-09-28,"4589 days, 00:00:00"
7892558,0.5946562499999999,2025-02-25,"3644 days, 00:00:00"
7892556,0.59625,2022-12-18,"2844 days, 00:00:00"
7892559,0.5382954545454545,2023-11-19,"3180 days, 00:00:00"
7893237,0.27749999999999997,2028-01-07,"4690 days, 00:00:00"
7892561,3.1194749999999987,2029-08-04,"5265 days, 00:00:00"
7893202,2.4768749999999997,2027-01-17,"4335 days, 00:00:00"
7892566,0.34124999999999994,2026-08-03,"4168 days, 00:00:00"
7892542,0.181875,2024-12-14,"3571 days, 00:00:00"
7892557,0.235,2025-02-17,"3636 days, 00:00:00"
7892547,1.1096920404515354,2029-04-09,"5148 days, 00:00:00"
7888039,0.40499999999999997,2025-05-23,"3731 days, 00:00:00"
7887820,0.23500000000000001,2030-07-13,"5608 days, 00:00:00"
7888461,0.15,2026-04-04,"4047 days, 00:00:00"
7888004,0.3872916666666666,2028-10-03,"4960 days, 00:00:00"
7888491,1.1872656249999998,2024-07-29,"3433 days, 00:00:00"
7888460,2.747417857142858,2026-11-03,"4260 days, 00:00:00"
7888469,0.7269374999999999,2027-01-17,"4335 days, 00:00:00"
7883696,0.34124999999999994,2029-09-11,"5303 days, 00:00:00"
7884184,0.3571875,2028-01-29,"4712 days, 00:00:00"
7879334,3.0443267192620027,2027-04-30,"4438 days, 00:00:00"
7879799,1.6799999999999995,2027-08-09,"4539 days, 00:00:00"
7879977,7.713739983974372,2026-01-10,"3963 days, 00:00:00"
7879324,2.672982969262003,2029-03-13,"5121 days, 00:00:00"
7875259,0.1659375,2025-05-27,"3735 days, 00:00:00"
7871626,0.21071428571428572,2026-07-27,"4161 days, 00:00:00"
7871623,0.7024999999999999,2026-12-21,"4308 days, 00:00:00"
7871624,0.5805434782608696,2027-06-27,"4496 days, 00:00:00"
7867500,0.40499999999999997,2026-08-25,"4190 days, 00:00:00"
7867498,0.626,2029-03-25,"5133 days, 00:00:00"
7867502,0.1585,2023-11-26,"3187 days, 00:00:00"
7867503,0.9404999999999998,2027-09-06,"4567 days, 00:00:00"
7862828,0.385672619047619,2021-12-27,"2488 days, 00:00:00"
7863247,1.4887499999999996,2020-03-10,"1831 days, 00:00:00"
7863240,0.40499999999999997,2024-10-08,"3504 days, 00:00:00"
7862821,0.49424999999999997,2026-06-01,"4105 days, 00:00:00"
7858095,1.8804456402191556,2022-07-10,"2683 days, 00:00:00"
7858576,3.1416594308035717,2027-05-30,"4468 days, 00:00:00"
7858094,0.46874999999999994,2021-12-07,"2468 days, 00:00:00"
7850973,0.33310416666666665,2026-05-01,"4074 days, 00:00:00"
7850971,12.537608260957795,2023-03-21,"2937 days, 00:00:00"
7850974,0.27749999999999997,2029-10-08,"5330 days, 00:00:00"
7850972,0.6599999999999999,2027-09-13,"4574 days, 00:00:00"
7846450,2.131299286530672,2028-12-18,"5036 days, 00:00:00"
7846449,0.1925,2027-07-17,"4516 days, 00:00:00"
7846448,0.2242654296875,2024-12-01,"3558 days, 00:00:00"
7847084,0.7282060146103898,2023-12-22,"3213 days, 00:00:00"
7846446,0.27749999999999997,2027-11-21,"4643 days, 00:00:00"
7846453,0.9291666666666665,2026-06-15,"4119 days, 00:00:00"
7842299,0.8533749999999999,2027-03-14,"4391 days, 00:00:00"
7842296,0.21375,2024-08-06,"3441 days, 00:00:00"
7838012,0.27749999999999997,2028-05-06,"4810 days, 00:00:00"
7838013,0.0,2025-11-08,"3900 days, 00:00:00"
7838002,0.40499999999999997,2026-01-03,"3956 days, 00:00:00"
7833521,0.34125,2027-10-29,"4620 days, 00:00:00"
7833532,0.245625,2023-08-12,"3081 days, 00:00:00"
7833536,0.0,2026-07-06,"4140 days, 00:00:00"
7829097,0.782228206168831,2027-02-06,"4355 days, 00:00:00"
7829663,0.7217927631578945,2028-06-18,"4853 days, 00:00:00"
7829103,0.21375,2024-05-18,"3361 days, 00:00:00"
7820172,15.259715909090897,2027-06-01,"4470 days, 00:00:00"
7820165,2.0645581883394377,2026-11-21,"4278 days, 00:00:00"
7815918,0.27749999999999997,2024-12-31,"3588 days, 00:00:00"
7815896,0.0,2029-03-04,"5112 days, 00:00:00"
7815919,0.0,2029-12-02,"5385 days, 00:00:00"
7816322,0.415625,2028-02-22,"4736 days, 00:00:00"
7815911,1.4887499999999996,2027-10-10,"4601 days, 00:00:00"
7815910,0.8671874999999998,2028-04-02,"4776 days, 00:00:00"
7811588,0.27325,2022-10-21,"2786 days, 00:00:00"
7811590,0.0,2027-12-20,"4672 days, 00:00:00"
7811564,0.3807142857142857,2024-01-28,"3250 days, 00:00:00"
7811585,0.1925,2027-07-09,"4508 days, 00:00:00"
7811583,1.2337499999999997,2028-12-18,"5036 days, 00:00:00"
7811584,13.467906250000016,2028-09-15,"4942 days, 00:00:00"
7811575,0.40499999999999997,2024-11-19,"3546 days, 00:00:00"
7811591,0.4049999999999999,2026-07-05,"4139 days, 00:00:00"
7811573,0.27749999999999997,2022-07-26,"2699 days, 00:00:00"
7807182,0.28546875,2022-08-02,"2706 days, 00:00:00"
7807183,0.2356815762362637,2026-07-19,"4153 days, 00:00:00"
7807172,0.27749999999999997,2028-06-13,"4848 days, 00:00:00"
7807173,0.29874999999999996,2027-11-30,"4652 days, 00:00:00"
7807175,0.4556395089285714,2026-12-12,"4299 days, 00:00:00"
7807810,0.3958625,2022-08-19,"2723 days, 00:00:00"
7807170,1.7826640625000012,2026-11-14,"4271 days, 00:00:00"
7807171,0.27749999999999997,2024-07-30,"3434 days, 00:00:00"
7803909,0.6599999999999999,2027-06-07,"4476 days, 00:00:00"
7803382,0.6607901785714285,2024-09-09,"3475 days, 00:00:00"
7803379,0.40499999999999997,2025-12-13,"3935 days, 00:00:00"
7803381,0.40499999999999997,2023-11-07,"3168 days, 00:00:00"
7794718,1.2181766766219888,2028-10-15,"4972 days, 00:00:00"
7794732,14.812499999999988,2027-05-14,"4452 days, 00:00:00"
7794723,0.25625,2026-01-17,"3970 days, 00:00:00"
7790843,0.0,2028-01-15,"4698 days, 00:00:00"
7790687,0.21375,2026-02-17,"4001 days, 00:00:00"
7790169,3.150183910343507,2026-07-28,"4162 days, 00:00:00"
7790170,0.76359375,2027-10-23,"4614 days, 00:00:00"
7790187,0.9404999999999998,2026-02-27,"4011 days, 00:00:00"
7785875,4.6071795778508795,2028-11-03,"4991 days, 00:00:00"
7785609,2.9287714285714284,2020-03-16,"1837 days, 00:00:00"
7786096,0.40499999999999997,2029-05-08,"5177 days, 00:00:00"
7785856,3.1416594308035717,2027-09-12,"4573 days, 00:00:00"
7785597,0.4299311868686868,2026-08-07,"4172 days, 00:00:00"
7785607,0.0,2025-02-18,"3637 days, 00:00:00"
7785598,0.6019166666666667,2027-02-20,"4369 days, 00:00:00"
7785571,0.27749999999999997,2025-04-18,"3696 days, 00:00:00"
7780965,1.6799999999999995,2026-11-21,"4278 days, 00:00:00"
7775469,1.6374999999999995,2026-04-20,"4063 days, 00:00:00"
7776560,1.4568749999999997,2027-07-20,"4519 days, 00:00:00"
7776333,0.31999999999999995,2022-03-12,"2563 days, 00:00:00"
7776335,1.602919419642857,2027-10-30,"4621 days, 00:00:00"
7776341,0.6782142857142857,2027-08-10,"4540 days, 00:00:00"
7776340,1.0002656249999997,2023-07-01,"3039 days, 00:00:00"
7772368,2.4449999999999994,2026-01-25,"3978 days, 00:00:00"
7771727,1.3612499999999996,2023-03-03,"2919 days, 00:00:00"
7767209,0.27749999999999997,2026-03-14,"4026 days, 00:00:00"
7767212,1.4780218690814393,2026-03-17,"4029 days, 00:00:00"
7763253,1.2337499999999997,2025-08-12,"3812 days, 00:00:00"
